workerid,proliferate.condition,CC,list,list_firstSocCond,orientation,response,rt,slide_number_in_experiment,socialCondition,topic,trigger_class,whichSocConditionFirst,error
3607,default,COVID is an overhyped virus,list2,list2-R,conservative,0.89,8431,24,R,COVID,C,R,
3610,default,COVID is an overhyped virus,list2,list2-D,conservative,0.03,5486,12,D,COVID,C,D,
3613,default,COVID is an overhyped virus,list2,list2-R,conservative,0.94,5864,9,R,COVID,C,R,
3620,default,COVID is a dangerous virus,list1,list1-D,liberal,0.85,7635,17,D,COVID,C,D,
3611,default,COVID is a dangerous virus,list1,list1-D,liberal,0.99,5305,11,D,COVID,C,D,
3588,default,COVID is a dangerous virus,list1,list1-R,liberal,0.23,3525,18,R,COVID,C,R,
3591,default,COVID is a dangerous virus,list1,list1-D,liberal,0.97,5129,13,D,COVID,C,D,
3595,default,COVID is a dangerous virus,list1,list1-R,liberal,0.5,4221,11,R,COVID,C,R,
3596,default,COVID is a dangerous virus,list1,list1-D,liberal,0.2,4952,12,D,COVID,C,D,
3605,default,COVID is a dangerous virus,list1,list1-R,liberal,0.11,3280,23,R,COVID,C,R,
3608,default,COVID is a dangerous virus,list1,list1-R,liberal,0.19,3676,24,R,COVID,C,R,
3609,default,COVID is a dangerous virus,list1,list1-D,liberal,0.77,8584,19,D,COVID,C,D,
3612,default,COVID is a dangerous virus,list1,list1-R,liberal,0.14,4403,16,R,COVID,C,R,
3615,default,COVID is a dangerous virus,list1,list1-R,liberal,0.31,10188,16,R,COVID,C,R,
3619,default,COVID is a dangerous virus,list1,list1-R,liberal,0.54,4124,12,R,COVID,C,R,
3621,default,COVID is a dangerous virus,list1,list1-R,liberal,0.35,3388,16,R,COVID,C,R,
3622,default,COVID is a dangerous virus,list1,list1-D,liberal,0.96,4303,5,D,COVID,C,D,
3623,default,COVID is a dangerous virus,list1,list1-D,liberal,0.94,3817,12,D,COVID,C,D,
3624,default,COVID is a dangerous virus,list1,list1-D,liberal,0.91,4297,10,D,COVID,C,D,
3625,default,COVID is a dangerous virus,list1,list1-R,liberal,0.03,4677,22,R,COVID,C,R,
3626,default,COVID is a dangerous virus,list1,list1-R,liberal,0.25,3757,9,R,COVID,C,R,
3627,default,COVID is a dangerous virus,list1,list1-R,liberal,0.31,5003,25,R,COVID,C,R,
3628,default,COVID is a dangerous virus,list1,list1-R,liberal,0.98,4395,25,R,COVID,C,R,
3693,default,COVID is a dangerous virus,list1,list1-D,liberal,0.88,3052,18,D,COVID,C,D,
3694,default,COVID is a dangerous virus,list1,list1-D,liberal,0.73,10292,22,D,COVID,C,D,
3586,default,U.S. presidential elections are held in November,list2,list2-D,conservative,1,103694,4,R,elections,MC,D,
3587,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.97,16961,8,R,elections,MC,D,
3588,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.85,9294,20,D,elections,MC,R,
3589,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.99,6734,23,D,elections,MC,R,
3590,default,U.S. presidential elections are held in November,list2,list2-D,conservative,1,4973,22,R,elections,MC,D,
3591,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.97,5512,25,R,elections,MC,D,
3592,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.98,5098,5,R,elections,MC,D,
3593,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.84,9286,13,D,elections,MC,R,
3594,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.94,4627,4,R,elections,MC,D,
3595,default,U.S. presidential elections are held in November,list1,list1-R,conservative,1,7614,21,D,elections,MC,R,
3596,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.85,5966,10,R,elections,MC,D,
3597,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.98,7052,7,D,elections,MC,R,
3598,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.94,8414,18,R,elections,MC,D,
3599,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.98,5836,6,D,elections,MC,R,
3600,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.98,8850,18,R,elections,MC,D,
3601,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.99,5012,8,R,elections,MC,D,
3602,default,U.S. presidential elections are held in November,list2,list2-R,conservative,1,10102,4,D,elections,MC,R,
3603,default,U.S. presidential elections are held in November,list2,list2-D,conservative,1,24438,9,R,elections,MC,D,
3604,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.84,15654,4,D,elections,MC,R,
3605,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.83,6128,16,D,elections,MC,R,
3606,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.31,54786,5,R,elections,MC,D,
3607,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.96,12344,16,D,elections,MC,R,
3608,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.85,6772,17,D,elections,MC,R,
3609,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.99,5690,10,R,elections,MC,D,
3610,default,U.S. presidential elections are held in November,list2,list2-D,conservative,0.9,27158,16,R,elections,MC,D,
3611,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.54,6115,16,R,elections,MC,D,
3612,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.91,5878,21,D,elections,MC,R,
3613,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.64,6790,25,D,elections,MC,R,
3614,default,U.S. presidential elections are held in November,list2,list2-R,conservative,0.97,47956,16,D,elections,MC,R,
3615,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.98,7893,7,D,elections,MC,R,
3619,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.5,4999,24,D,elections,MC,R,
3620,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.97,9430,15,R,elections,MC,D,
3621,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.8,7513,11,D,elections,MC,R,
3622,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.75,7456,19,R,elections,MC,D,
3623,default,U.S. presidential elections are held in November,list1,list1-D,conservative,1,7177,15,R,elections,MC,D,
3624,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.81,13162,19,R,elections,MC,D,
3625,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.99,6358,10,D,elections,MC,R,
3626,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.87,5743,24,D,elections,MC,R,
3627,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.98,6129,21,D,elections,MC,R,
3628,default,U.S. presidential elections are held in November,list1,list1-R,conservative,0.99,10868,7,D,elections,MC,R,
3693,default,U.S. presidential elections are held in November,list1,list1-D,conservative,1,11675,12,R,elections,MC,D,
3694,default,U.S. presidential elections are held in November,list1,list1-D,conservative,0.88,12792,18,R,elections,MC,D,
3592,default,there are too many environmental laws,list2,list2-D,conservative,0.09,3675,16,D,environment,C,D,
3598,default,there are too many environmental laws,list2,list2-D,conservative,0.78,7061,21,D,environment,C,D,
3614,default,there are too many environmental laws,list2,list2-R,conservative,0.14,7146,7,R,environment,C,R,
3586,default,there are too many environmental laws,list2,list2-D,conservative,0.17,5252,10,D,environment,C,D,
3587,default,there are too many environmental laws,list2,list2-D,conservative,0.38,7317,19,D,environment,C,D,
3589,default,there are too many environmental laws,list2,list2-R,conservative,0.78,5806,7,R,environment,C,R,
3590,default,there are too many environmental laws,list2,list2-D,conservative,0.02,4614,20,D,environment,C,D,
3593,default,there are too many environmental laws,list2,list2-R,conservative,0.63,6122,14,R,environment,C,R,
3594,default,there are too many environmental laws,list2,list2-D,conservative,0.16,3388,14,D,environment,C,D,
3597,default,there are too many environmental laws,list2,list2-R,conservative,0.67,7736,23,R,environment,C,R,
3599,default,there are too many environmental laws,list2,list2-R,conservative,0.41,5311,20,R,environment,C,R,
3600,default,there are too many environmental laws,list2,list2-D,conservative,0.15,6196,4,D,environment,C,D,
3601,default,there are too many environmental laws,list2,list2-D,conservative,0.03,4575,22,D,environment,C,D,
3602,default,there are too many environmental laws,list2,list2-R,conservative,0.92,4088,25,R,environment,C,R,
3603,default,there are too many environmental laws,list2,list2-D,conservative,0.02,6157,18,D,environment,C,D,
3604,default,there are too many environmental laws,list2,list2-R,conservative,0.91,5160,15,R,environment,C,R,
3606,default,there are too many environmental laws,list2,list2-D,conservative,0.23,11027,18,D,environment,C,D,
3607,default,there are too many environmental laws,list2,list2-R,conservative,0.98,23037,25,R,environment,C,R,
3610,default,there are too many environmental laws,list2,list2-D,conservative,0.08,7082,19,D,environment,C,D,
3613,default,there are too many environmental laws,list2,list2-R,conservative,0.73,6406,23,R,environment,C,R,
3611,default,there are too few environmental laws,list1,list1-D,liberal,0.62,7585,7,D,environment,C,D,
3620,default,there are too few environmental laws,list1,list1-D,liberal,0.63,15117,9,D,environment,C,D,
3588,default,there are too few environmental laws,list1,list1-R,liberal,0.28,8759,24,R,environment,C,R,
3591,default,there are too few environmental laws,list1,list1-D,liberal,0.48,10106,16,D,environment,C,D,
3595,default,there are too few environmental laws,list1,list1-R,liberal,0.12,3742,17,R,environment,C,R,
3596,default,there are too few environmental laws,list1,list1-D,liberal,0.31,7855,7,D,environment,C,D,
3605,default,there are too few environmental laws,list1,list1-R,liberal,0.18,8864,22,R,environment,C,R,
3608,default,there are too few environmental laws,list1,list1-R,liberal,0.21,7128,19,R,environment,C,R,
3609,default,there are too few environmental laws,list1,list1-D,liberal,0.99,7943,23,D,environment,C,D,
3612,default,there are too few environmental laws,list1,list1-R,liberal,0.19,10021,19,R,environment,C,R,
3615,default,there are too few environmental laws,list1,list1-R,liberal,0.18,6721,23,R,environment,C,R,
3619,default,there are too few environmental laws,list1,list1-R,liberal,0.43,4828,11,R,environment,C,R,
3621,default,there are too few environmental laws,list1,list1-R,liberal,0.12,8426,20,R,environment,C,R,
3622,default,there are too few environmental laws,list1,list1-D,liberal,0.92,12248,15,D,environment,C,D,
3623,default,there are too few environmental laws,list1,list1-D,liberal,0.85,5381,4,D,environment,C,D,
3624,default,there are too few environmental laws,list1,list1-D,liberal,0.34,5120,9,D,environment,C,D,
3625,default,there are too few environmental laws,list1,list1-R,liberal,0.47,7845,17,R,environment,C,R,
3626,default,there are too few environmental laws,list1,list1-R,liberal,0.15,6122,22,R,environment,C,R,
3627,default,there are too few environmental laws,list1,list1-R,liberal,0.21,5305,11,R,environment,C,R,
3628,default,there are too few environmental laws,list1,list1-R,liberal,0.46,10833,6,R,environment,C,R,
3693,default,there are too few environmental laws,list1,list1-D,liberal,0.79,2892,24,D,environment,C,D,
3694,default,there are too few environmental laws,list1,list1-D,liberal,0.75,6047,19,D,environment,C,D,
3611,default,it is too difficult to buy guns,list1,list1-D,conservative,0.12,10708,24,D,gun_laws,C,D,
3620,default,it is too difficult to buy guns,list1,list1-D,conservative,0.13,10551,23,D,gun_laws,C,D,
3588,default,it is too difficult to buy guns,list1,list1-R,conservative,0.95,3850,12,R,gun_laws,C,R,
3591,default,it is too difficult to buy guns,list1,list1-D,conservative,0.09,11472,22,D,gun_laws,C,D,
3595,default,it is too difficult to buy guns,list1,list1-R,conservative,0.63,4419,7,R,gun_laws,C,R,
3596,default,it is too difficult to buy guns,list1,list1-D,conservative,0.19,5468,8,D,gun_laws,C,D,
3605,default,it is too difficult to buy guns,list1,list1-R,conservative,0.13,5432,8,R,gun_laws,C,R,
3608,default,it is too difficult to buy guns,list1,list1-R,conservative,0.65,5383,7,R,gun_laws,C,R,
3609,default,it is too difficult to buy guns,list1,list1-D,conservative,0.17,7121,25,D,gun_laws,C,D,
3612,default,it is too difficult to buy guns,list1,list1-R,conservative,0.57,6214,20,R,gun_laws,C,R,
3615,default,it is too difficult to buy guns,list1,list1-R,conservative,0.54,8697,13,R,gun_laws,C,R,
3619,default,it is too difficult to buy guns,list1,list1-R,conservative,0.65,5116,5,R,gun_laws,C,R,
3621,default,it is too difficult to buy guns,list1,list1-R,conservative,0.63,8053,5,R,gun_laws,C,R,
3622,default,it is too difficult to buy guns,list1,list1-D,conservative,0.12,7046,21,D,gun_laws,C,D,
3623,default,it is too difficult to buy guns,list1,list1-D,conservative,0.03,4997,14,D,gun_laws,C,D,
3624,default,it is too difficult to buy guns,list1,list1-D,conservative,0.16,5793,21,D,gun_laws,C,D,
3625,default,it is too difficult to buy guns,list1,list1-R,conservative,0.27,3628,24,R,gun_laws,C,R,
3626,default,it is too difficult to buy guns,list1,list1-R,conservative,0.69,4818,18,R,gun_laws,C,R,
3627,default,it is too difficult to buy guns,list1,list1-R,conservative,0.86,3157,6,R,gun_laws,C,R,
3628,default,it is too difficult to buy guns,list1,list1-R,conservative,0.61,14977,5,R,gun_laws,C,R,
3693,default,it is too difficult to buy guns,list1,list1-D,conservative,0.28,8229,7,D,gun_laws,C,D,
3694,default,it is too difficult to buy guns,list1,list1-D,conservative,0.09,16285,5,D,gun_laws,C,D,
3592,default,it is too easy to buy guns,list2,list2-D,liberal,0.97,9904,9,D,gun_laws,C,D,
3598,default,it is too easy to buy guns,list2,list2-D,liberal,0.46,3602,11,D,gun_laws,C,D,
3614,default,it is too easy to buy guns,list2,list2-R,liberal,0.71,6605,8,R,gun_laws,C,R,
3586,default,it is too easy to buy guns,list2,list2-D,liberal,1,4638,22,D,gun_laws,C,D,
3587,default,it is too easy to buy guns,list2,list2-D,liberal,0.79,4035,25,D,gun_laws,C,D,
3589,default,it is too easy to buy guns,list2,list2-R,liberal,0.26,3410,11,R,gun_laws,C,R,
3590,default,it is too easy to buy guns,list2,list2-D,liberal,0.98,8758,14,D,gun_laws,C,D,
3593,default,it is too easy to buy guns,list2,list2-R,liberal,0.32,4430,18,R,gun_laws,C,R,
3594,default,it is too easy to buy guns,list2,list2-D,liberal,0.85,3401,6,D,gun_laws,C,D,
3597,default,it is too easy to buy guns,list2,list2-R,liberal,0.23,4552,10,R,gun_laws,C,R,
3599,default,it is too easy to buy guns,list2,list2-R,liberal,0.28,5314,18,R,gun_laws,C,R,
3600,default,it is too easy to buy guns,list2,list2-D,liberal,0.84,4147,25,D,gun_laws,C,D,
3601,default,it is too easy to buy guns,list2,list2-D,liberal,0.9,4780,25,D,gun_laws,C,D,
3602,default,it is too easy to buy guns,list2,list2-R,liberal,0.1,4744,9,R,gun_laws,C,R,
3603,default,it is too easy to buy guns,list2,list2-D,liberal,1,6147,23,D,gun_laws,C,D,
3604,default,it is too easy to buy guns,list2,list2-R,liberal,0.07,6831,12,R,gun_laws,C,R,
3606,default,it is too easy to buy guns,list2,list2-D,liberal,0.82,3819,9,D,gun_laws,C,D,
3607,default,it is too easy to buy guns,list2,list2-R,liberal,0.77,7993,12,R,gun_laws,C,R,
3610,default,it is too easy to buy guns,list2,list2-D,liberal,0.74,6352,13,D,gun_laws,C,D,
3613,default,it is too easy to buy guns,list2,list2-R,liberal,0.04,4574,8,R,gun_laws,C,R,
3592,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.53,5220,11,R,gun_violence,C,D,
3598,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.24,7656,24,R,gun_violence,C,D,
3614,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.17,11012,15,D,gun_violence,C,R,
3586,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.9,12927,11,R,gun_violence,C,D,
3587,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.33,6856,24,R,gun_violence,C,D,
3589,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.2,5630,21,D,gun_violence,C,R,
3590,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0,18679,4,R,gun_violence,C,D,
3593,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.69,7588,5,D,gun_violence,C,R,
3594,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.21,4094,7,R,gun_violence,C,D,
3597,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.76,7327,21,D,gun_violence,C,R,
3599,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.07,6757,23,D,gun_violence,C,R,
3600,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.34,7066,10,R,gun_violence,C,D,
3601,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.28,40160,21,R,gun_violence,C,D,
3602,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.13,10359,15,D,gun_violence,C,R,
3603,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.01,6605,25,R,gun_violence,C,D,
3604,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.06,16325,8,D,gun_violence,C,R,
3606,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.75,13124,15,R,gun_violence,C,D,
3607,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.94,8398,13,D,gun_violence,C,R,
3610,default,strict gun laws enable mass shootings,list2,list2-D,conservative,0.29,36635,9,R,gun_violence,C,D,
3613,default,strict gun laws enable mass shootings,list2,list2-R,conservative,0.17,8002,13,D,gun_violence,C,R,
3611,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.15,11290,22,R,gun_violence,C,D,
3620,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.31,15125,10,R,gun_violence,C,D,
3588,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.7,3588,21,D,gun_violence,C,R,
3591,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.06,11507,24,R,gun_violence,C,D,
3595,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.73,3635,19,D,gun_violence,C,R,
3596,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.23,5638,16,R,gun_violence,C,D,
3605,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.8,5520,6,D,gun_violence,C,R,
3608,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.93,5338,15,D,gun_violence,C,R,
3609,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.02,7391,21,R,gun_violence,C,D,
3612,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.9,4901,11,D,gun_violence,C,R,
3615,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.84,5912,19,D,gun_violence,C,R,
3619,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.68,6180,20,D,gun_violence,C,R,
3621,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.91,5383,22,D,gun_violence,C,R,
3622,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.13,5358,24,R,gun_violence,C,D,
3623,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.23,10956,16,R,gun_violence,C,D,
3624,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.11,5646,18,R,gun_violence,C,D,
3625,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.82,6624,18,D,gun_violence,C,R,
3626,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.78,4969,21,D,gun_violence,C,R,
3627,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.69,4589,19,D,gun_violence,C,R,
3628,default,strict gun laws prevent mass shootings,list1,list1-R,liberal,0.99,7940,10,D,gun_violence,C,R,
3693,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.11,4449,23,R,gun_violence,C,D,
3694,default,strict gun laws prevent mass shootings,list1,list1-D,liberal,0.29,24148,7,R,gun_violence,C,D,
3592,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.64,6788,6,R,immigrants,C,D,
3598,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.88,3425,16,R,immigrants,C,D,
3614,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.26,6013,19,D,immigrants,C,R,
3586,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.89,7880,6,R,immigrants,C,D,
3587,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.75,7605,20,R,immigrants,C,D,
3589,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.28,3990,4,D,immigrants,C,R,
3590,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.92,7455,9,R,immigrants,C,D,
3593,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.34,4461,21,D,immigrants,C,R,
3594,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.86,2984,5,R,immigrants,C,D,
3597,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.34,8571,14,D,immigrants,C,R,
3599,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.26,3056,9,D,immigrants,C,R,
3600,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.85,7030,24,R,immigrants,C,D,
3601,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.88,3233,24,R,immigrants,C,D,
3602,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.14,5600,17,D,immigrants,C,R,
3603,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.74,5770,22,R,immigrants,C,D,
3604,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.44,7279,19,D,immigrants,C,R,
3606,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.86,13343,14,R,immigrants,C,D,
3607,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.01,4528,8,D,immigrants,C,R,
3610,default,immigrants steal jobs from Americans,list2,list2-D,conservative,0.87,8981,18,R,immigrants,C,D,
3613,default,immigrants steal jobs from Americans,list2,list2-R,conservative,0.16,5038,24,D,immigrants,C,R,
3620,default,immigrants support the economy,list1,list1-D,liberal,0.38,7475,16,R,immigrants,C,D,
3611,default,immigrants support the economy,list1,list1-D,liberal,0.2,8755,23,R,immigrants,C,D,
3588,default,immigrants support the economy,list1,list1-R,liberal,0.8,4027,5,D,immigrants,C,R,
3591,default,immigrants support the economy,list1,list1-D,liberal,0.05,5630,8,R,immigrants,C,D,
3595,default,immigrants support the economy,list1,list1-R,liberal,0.64,3365,9,D,immigrants,C,R,
3596,default,immigrants support the economy,list1,list1-D,liberal,0.18,5350,11,R,immigrants,C,D,
3605,default,immigrants support the economy,list1,list1-R,liberal,0.73,3679,11,D,immigrants,C,R,
3608,default,immigrants support the economy,list1,list1-R,liberal,0.82,6839,10,D,immigrants,C,R,
3609,default,immigrants support the economy,list1,list1-D,liberal,0.2,4694,15,R,immigrants,C,D,
3612,default,immigrants support the economy,list1,list1-R,liberal,0.89,8284,4,D,immigrants,C,R,
3615,default,immigrants support the economy,list1,list1-R,liberal,0.82,4236,20,D,immigrants,C,R,
3619,default,immigrants support the economy,list1,list1-R,liberal,0.51,5355,15,D,immigrants,C,R,
3621,default,immigrants support the economy,list1,list1-R,liberal,0.87,8975,4,D,immigrants,C,R,
3622,default,immigrants support the economy,list1,list1-D,liberal,0,4284,8,R,immigrants,C,D,
3623,default,immigrants support the economy,list1,list1-D,liberal,0.05,4732,22,R,immigrants,C,D,
